"model","deviceCategory","deviceSku","simSku","prepaidSku","cpoSku","cpoPrepaidSku","visionSku","upcCode","url"
"S-View Wallet Case Galaxy S23 Ultra Black","","EF-ZS918CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27653.html"
"Crystal Palace Case Galaxy S23 Clear","","GEA702010922-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27689.html"
"Presidio2 Grip Case Galaxy S23 Black","","150336-D143","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27661.html"
"Samsung Galaxy S23 FE 5G (R11) Case-Mate Twinkle - Disco w/ Antimicrobial w/ Recycled","","CM052894-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28529.html"
"Crystal Palace Case Galaxy S23 Ultra Clear","","GEA702010924-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27691.html"
"Samsung Galaxy S23 FE 5G (R11) Elizabeth James - Afternoon in Versailles w/Antimicrobial w/Recycled","","EJ052896-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28530.html"
"Kate Spade New York Defensive Hardshell Case for Samsung Galaxy S23 Ultra - City Leopard Black/Gold Foil/Black Bumper","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27617.html"
"Galaxy S23 FE","5G Smartphone","SMS711UZPV","DFILLSIM5G-SA-A","N/A","N/A","N/A","65057","887276784823","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10904.html"
"UAG - Pathfinder SE for Samsung Galaxy S23 FE - Ash","","UAG214410113131","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28545.html"
"Samsung Galaxy S23 FE 5G (R11) Pelican Aluminum Ring Lens Protector - Black","","PP052898-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28531.html"
"Samsung Galaxy S23 FE 5G (R11) Case-Mate Twinkle - Disco w/ Antimicrobial w/ Recycled","","CM052894-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28529.html"
"Samsung Galaxy S23 FE 5G (R11) Elizabeth James - Afternoon in Versailles w/Antimicrobial w/Recycled","","EJ052896-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28530.html"
"Speck Presidio 2 Grip Coastal Blue for Samsung S23FE - Blue","","150589-3206","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28532.html"
"Galaxy S24 FE","5G Smartphone","SMS721ULBV","DFILLSIM-TRI-X","N/A","N/A","N/A","70657","887276886367","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11306.html"
"Galaxy S24","5G Smartphone","SMS921UZYV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66867","887276823256","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10929.html"
"Galaxy S24 VBC","5G Smartphone","SMS921UZKV-VBC","DFILLUNIV5G-SA-A","N/A","N/A","N/A","70305","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11131.html"
"Galaxy S24 Ultra","5G Smartphone","SMS928UZKV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66904","887276818818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10922.html"
"Galaxy S24 Enterprise Edition","5G Smartphone","SMS921UZKAM","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72098","887276931845","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11330.html"
"Galaxy S24+","5G Smartphone","SMS926UZVV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66886","887276823515","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10935.html"
"Case for Samsung Galaxy S24 - Penelope","","EJ054266-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28838.html"
"Case for Samsung Galaxy S24 Ultra - Penelope","","EJ054270-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28844.html"
"UAG Pathfinder for Samsung Galaxy S24 FE - Ash","","UAG214456113131","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30088.html"
"InvisibleShield Glass Screen Protector for Samsung Galaxy S24 FE","","ZAG200119788-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30856.html"
"CASETiFY Mirror Case for Samsung Galaxy S24 Ultra - Weave","","31333349-16006572","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29146.html"
"CASETiFY Impact Case for Samsung Galaxy S24 Ultra - Camo Over","","7745242-16006565","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29025.html"
"Case-Mate Floral Gems - Gold Case for Samsung Galaxy S24 FE","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29207.html"
"Body Glove Tidal Waterproof Case for Samsung Galaxy S24 - Black/Clear","","100122215","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29016.html"
"UAG Metropolis LT with Magnet Samsung Galaxy S24 Ultra - Kevlar Black","","UAG214420113940","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28837.html"
"Speck Samsung Galaxy S24 FE PRESIDIO2 GRIP COASTAL BLUE/DUSTGREY/WHITE","","150846-3206","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30182.html"
"Body Glove Tidal Waterproof Case for Samsung Galaxy S24 Ultra - Black/Clear","","100122217","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29017.html"
"CASETiFY Impact Deep Purple Case for Samsung Galaxy S24 Ultra - Chrome Sparkles","","31726929-16006596","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29147.html"
"OtterBox PROFILE GALAXY S24 FE BLACK","","77-97882","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30307.html"
"Elizabeth James - Afternoon in Versailles Case for Samsung Galaxy S24 FE (Verizon Exclusive)","","EJ055496-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29206.html"
"Smart View Wallet Case for Galaxy S24 - Black","","EF-ZS921CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28632.html"
"Profile Case for Galaxy S24 - Black","","77-97857","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30306.html"
"Smart View Wallet Case for Galaxy S24 Ultra - Black","","EF-ZS928CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28660.html"
"ZAGG Crystal Palace Case for Samsung S24 FE - Clear","","ZAG702316779-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30083.html"
"Case for Samsung Galaxy S24+ - Penelope","","EJ054268-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28843.html"
"InvisibleShield Glass XTR4 Eco for Samsung S24 FE - Clear","","ZAG200116579-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30079.html"
"InvisibleShield Glass AR Eco Camera Lens for Samsung S24 FE - Black","","ZAG200116850-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30080.html"
"Smart View Wallet Case for Galaxy S24+ - Black","","EF-ZS926CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28688.html"
"Quest 3 Virtual Reality Headset 128GB","","899-00579-01","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28493.html"
"Galaxy S24+","5G Smartphone","SMS926UZVV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66886","887276823515","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10935.html"
"Galaxy S24","5G Smartphone","SMS921UZYV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66867","887276823256","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10929.html"
"Galaxy S24 FE","5G Smartphone","SMS721ULBV","DFILLSIM-TRI-X","N/A","N/A","N/A","70657","887276886367","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11306.html"
"Galaxy S24 VBC","5G Smartphone","SMS921UZKV-VBC","DFILLUNIV5G-SA-A","N/A","N/A","N/A","70305","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11131.html"
"Galaxy S24 Ultra","5G Smartphone","SMS928UZKV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66904","887276818818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10922.html"
"Galaxy S24 Enterprise Edition","5G Smartphone","SMS921UZKAM","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72098","887276931845","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11330.html"
"Case for Samsung Galaxy S24+ - Penelope","","EJ054268-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28843.html"
"Smart View Wallet Case for Galaxy S24+ - Black","","EF-ZS926CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28688.html"
"Case for Samsung Galaxy S24 - Penelope","","EJ054266-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28838.html"
"Case for Samsung Galaxy S24 Ultra - Penelope","","EJ054270-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28844.html"
"UAG Pathfinder for Samsung Galaxy S24 FE - Ash","","UAG214456113131","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30088.html"
"InvisibleShield Glass Screen Protector for Samsung Galaxy S24 FE","","ZAG200119788-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30856.html"
"CASETiFY Mirror Case for Samsung Galaxy S24 Ultra - Weave","","31333349-16006572","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29146.html"
"CASETiFY Impact Case for Samsung Galaxy S24 Ultra - Camo Over","","7745242-16006565","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29025.html"
"Case-Mate Floral Gems - Gold Case for Samsung Galaxy S24 FE","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29207.html"
"UAG Metropolis LT with Magnet Samsung Galaxy S24 Ultra - Kevlar Black","","UAG214420113940","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28837.html"
"Body Glove Tidal Waterproof Case for Samsung Galaxy S24 - Black/Clear","","100122215","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29016.html"
"Speck Samsung Galaxy S24 FE PRESIDIO2 GRIP COASTAL BLUE/DUSTGREY/WHITE","","150846-3206","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30182.html"
"Body Glove Tidal Waterproof Case for Samsung Galaxy S24 Ultra - Black/Clear","","100122217","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29017.html"
"CASETiFY Impact Deep Purple Case for Samsung Galaxy S24 Ultra - Chrome Sparkles","","31726929-16006596","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29147.html"
"Elizabeth James - Afternoon in Versailles Case for Samsung Galaxy S24 FE (Verizon Exclusive)","","EJ055496-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29206.html"
"Profile Case for Galaxy S24 - Black","","77-97857","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30306.html"
"Smart View Wallet Case for Galaxy S24 - Black","","EF-ZS921CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28632.html"
"OtterBox PROFILE GALAXY S24 FE BLACK","","77-97882","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30307.html"
"Smart View Wallet Case for Galaxy S24 Ultra - Black","","EF-ZS928CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28660.html"
"ZAGG Crystal Palace Case for Samsung S24 FE - Clear","","ZAG702316779-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30083.html"
"InvisibleShield Glass XTR4 Eco for Samsung S24 FE - Clear","","ZAG200116579-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30079.html"
"InvisibleShield Glass AR Eco Camera Lens for Samsung S24 FE - Black","","ZAG200116850-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30080.html"
"Galaxy S24 Ultra","5G Smartphone","SMS928UZKV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66904","887276818818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10922.html"
"Galaxy S24 FE","5G Smartphone","SMS721ULBV","DFILLSIM-TRI-X","N/A","N/A","N/A","70657","887276886367","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11306.html"
"Galaxy S24","5G Smartphone","SMS921UZYV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66867","887276823256","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10929.html"
"Galaxy S24 VBC","5G Smartphone","SMS921UZKV-VBC","DFILLUNIV5G-SA-A","N/A","N/A","N/A","70305","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11131.html"
"Galaxy S24 Enterprise Edition","5G Smartphone","SMS921UZKAM","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72098","887276931845","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11330.html"
"Galaxy S24+","5G Smartphone","SMS926UZVV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","66886","887276823515","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10935.html"
"Case for Samsung Galaxy S24 Ultra - Penelope","","EJ054270-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28844.html"
"CASETiFY Mirror Case for Samsung Galaxy S24 Ultra - Weave","","31333349-16006572","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29146.html"
"CASETiFY Impact Case for Samsung Galaxy S24 Ultra - Camo Over","","7745242-16006565","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29025.html"
"UAG Metropolis LT with Magnet Samsung Galaxy S24 Ultra - Kevlar Black","","UAG214420113940","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28837.html"
"Body Glove Tidal Waterproof Case for Samsung Galaxy S24 Ultra - Black/Clear","","100122217","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29017.html"
"CASETiFY Impact Deep Purple Case for Samsung Galaxy S24 Ultra - Chrome Sparkles","","31726929-16006596","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29147.html"
"Smart View Wallet Case for Galaxy S24 Ultra - Black","","EF-ZS928CBEVZW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28660.html"
"Speck Samsung Galaxy S24 FE PRESIDIO2 GRIP COASTAL BLUE/DUSTGREY/WHITE","","150846-3206","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30182.html"
"Galaxy S25","5G Smartphone","SMS931ULBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72194","887276921518","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11348.html"
"Galaxy S25 Edge","5G Smartphone","SMS937ULBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","74159","198957104152","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11449.html"
"Galaxy S25 VBC","5G Smartphone","SMS931UZSV-VBC","DFILLUNIV5G-SA-A","N/A","N/A","N/A","74206","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11433.html"
"Galaxy S25 Ultra","5G Smartphone","SMS938UZBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72242","887276924069","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11362.html"
"Galaxy S25+","5G Smartphone","SMS936UDBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72219","887276917306","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11357.html"
"Profile Series Case for Samsung Galaxy S25","","77-99243","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31368.html"
"Profile Series Case for Samsung Galaxy S25 Ultra","","77-99245","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31370.html"
"Galaxy S25 Standing Grip Case - Black","","EF-GS931CBEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30463.html"
"Case-Mate Floral Gems Case w/ Magnet for Samsung Galaxy S25 Edge","","CM056856-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31331.html"
"Kindsuit Case for Galaxy S25 Edge - Black","","EF-VS937PBEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31421.html"
"Silicone Case for Galaxy S25 Edge - Black","","EF-PS937CBEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31418.html"
"Galaxy S25 Ultra Standing Grip Case - Gray","","EF-GS938CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30461.html"
"Galaxy S25 Plus Standing Grip Case - Gray","","EF-GS936CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30462.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - American Flag SE","","UAG2144761XP012","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31381.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - Greyscale Flag SE","","UAG2144761XP007","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31379.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - Woodland Camo SE","","UAG2144761XP008","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31380.html"
"Kindsuit Case for Galaxy S25 Edge - Light Gray","","EF-VS937PJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31422.html"
"Silicone Case for Galaxy S25 Edge - Light Gray","","EF-PS937CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31419.html"
"Kindsuit Case for Galaxy S25 Edge - Light Blue","","EF-VS937PLEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31423.html"
"Silicone Case for Galaxy S25 Edge - Light Blue","","EF-PS937CLEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31420.html"
"Velvet Caviar Case with Magnetic Charging for Samsung Galaxy S25 Ultra - Burgundy 1990","","BRGDY-S25U-MS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31391.html"
"Velvet Caviar Case with Magnetic Charging for Samsung Galaxy S25 Ultra - Sand Stone","","STONE-S25U-MS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31392.html"
"Spigen Core Armor with Magnetic Charging for Samsung Galaxy S25 Edge - Matte Black","","ACS09406","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30765.html"
"Pelican Voyager Black w/Magnet Samsung S25 Black","","PP055944","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31427.html"
"Velvet Caviar Case with Magnetic Charging Case for Samsung Galaxy S25 Ultra - Arctic Leopard","","SNLEO-S25U-MS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31390.html"
"Pelican Voyager Black w/Magnet Samsung S25 Ultra Black","","PP055946","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31429.html"
"ZAGG Crystal Palace Case for Samsung S25 Edge - Clear","","ZAG702319245-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30819.html"
"InvisibleShield Glass XTR4 Fusion for Samsung S25 Edge - Clear","","ZAG200318638-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30766.html"
"Profile Series Case for Samsung Galaxy S25+","","77-99244","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31369.html"
"InvisibleShield Fusion XTR4 Eco Screen Protector for Galaxy S25 - Clear","","ZAG200317258-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30402.html"
"Galaxy S25+","5G Smartphone","SMS936UDBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72219","887276917306","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11357.html"
"Galaxy S25","5G Smartphone","SMS931ULBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72194","887276921518","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11348.html"
"Galaxy S25 Edge","5G Smartphone","SMS937ULBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","74159","198957104152","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11449.html"
"Galaxy S25 VBC","5G Smartphone","SMS931UZSV-VBC","DFILLUNIV5G-SA-A","N/A","N/A","N/A","74206","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11433.html"
"Galaxy S25 Ultra","5G Smartphone","SMS938UZBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72242","887276924069","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11362.html"
"Profile Series Case for Samsung Galaxy S25+","","77-99244","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31369.html"
"Pelican Voyager Black w/Magnet Samsung S25+ Black","","PP056356","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31428.html"
"Profile Series Case for Samsung Galaxy S25","","77-99243","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31368.html"
"Profile Series Case for Samsung Galaxy S25 Ultra","","77-99245","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31370.html"
"Galaxy S25 Standing Grip Case - Black","","EF-GS931CBEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30463.html"
"Case-Mate Floral Gems Case w/ Magnet for Samsung Galaxy S25 Edge","","CM056856-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31331.html"
"Galaxy S25 Ultra Standing Grip Case - Gray","","EF-GS938CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30461.html"
"Galaxy S25 Plus Standing Grip Case - Gray","","EF-GS936CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30462.html"
"Silicone Case for Galaxy S25 Edge - Black","","EF-PS937CBEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31418.html"
"Kindsuit Case for Galaxy S25 Edge - Black","","EF-VS937PBEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31421.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - American Flag SE","","UAG2144761XP012","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31381.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - Woodland Camo SE","","UAG2144761XP008","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31380.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - Greyscale Flag SE","","UAG2144761XP007","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31379.html"
"Kindsuit Case for Galaxy S25 Edge - Light Gray","","EF-VS937PJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31422.html"
"Silicone Case for Galaxy S25 Edge - Light Blue","","EF-PS937CLEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31420.html"
"Silicone Case for Galaxy S25 Edge - Light Gray","","EF-PS937CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31419.html"
"Kindsuit Case for Galaxy S25 Edge - Light Blue","","EF-VS937PLEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31423.html"
"Spigen Core Armor with Magnetic Charging for Samsung Galaxy S25 Edge - Matte Black","","ACS09406","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30765.html"
"Velvet Caviar Case with Magnetic Charging for Samsung Galaxy S25 Ultra - Sand Stone","","STONE-S25U-MS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31392.html"
"Velvet Caviar Case with Magnetic Charging for Samsung Galaxy S25 Ultra - Burgundy 1990","","BRGDY-S25U-MS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31391.html"
"Velvet Caviar Case with Magnetic Charging Case for Samsung Galaxy S25 Ultra - Arctic Leopard","","SNLEO-S25U-MS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31390.html"
"Pelican Voyager Black w/Magnet Samsung S25 Black","","PP055944","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31427.html"
"Pelican Voyager Black w/Magnet Samsung S25 Ultra Black","","PP055946","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31429.html"
"ZAGG Crystal Palace Case for Samsung S25 Edge - Clear","","ZAG702319245-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30819.html"
"InvisibleShield Glass XTR4 Fusion for Samsung S25 Edge - Clear","","ZAG200318638-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30766.html"
"Galaxy S25 Ultra","5G Smartphone","SMS938UZBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72242","887276924069","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11362.html"
"Galaxy S25","5G Smartphone","SMS931ULBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72194","887276921518","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11348.html"
"Galaxy S25 Edge","5G Smartphone","SMS937ULBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","74159","198957104152","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11449.html"
"Galaxy S25 VBC","5G Smartphone","SMS931UZSV-VBC","DFILLUNIV5G-SA-A","N/A","N/A","N/A","74206","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11433.html"
"Galaxy S25+","5G Smartphone","SMS936UDBV","DFILLUNIV5G-SA-A","N/A","N/A","N/A","72219","887276917306","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11357.html"
"Profile Series Case for Samsung Galaxy S25 Ultra","","77-99245","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31370.html"
"Galaxy S25 Ultra Standing Grip Case - Gray","","EF-GS938CJEGUS","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=30461.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - Greyscale Flag SE","","UAG2144761XP007","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31379.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - American Flag SE","","UAG2144761XP012","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31381.html"
"UAG Pathfinder with Magsafe for Samsung Galaxy S25 Ultra - Woodland Camo SE","","UAG2144761XP008","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=31380.html"
