"model","deviceCategory","deviceSku","simSku","prepaidSku","cpoSku","cpoPrepaidSku","visionSku","upcCode","url"
"Verizon Slim Case Black for Google Pixel 6 Pro","","VZW702008457-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24787.html"
"Google Case for Pixel 6 Pro - Stormy Sky","","GA03008","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24916.html"
"Bellroy Leather case for Google Pixel 6 Pro - Black","","PCFB-BLK-114","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26717.html"
"OtterBox Defender Series Pro for Google Pixel 6 - Black","","77-84026","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=25127.html"
"GEAR4 Havana Case Clear for Google Pixel 6 Pro","","GEA702008665-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24785.html"
"OtterBox Symmetry Series for Google Pixel 6 Pro - Stardust","","77-84096","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=25130.html"
"OtterBox Alpha Flex for Google Pixel 6 Pro - Clear","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26236.html"
"Spigen Core Armor for Google Pixel 6 Pro - Black","","SPGACS03464","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=25851.html"
"Bellroy Leather case for Google Pixel 6 Pro - Basalt","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26716.html"
"Bellroy Leather case for Google Pixel 6 Pro - Terracotta","","PCFB-TER-122","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26718.html"
"OtterBox Clearly Protected Film for Google Pixel 6 Pro - Clear","","77-87796","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26051.html"
"Defensive Hardshell Case for Google Pixel 6 Pro - Hollyhock Floral Clear","","KSGG-015-HHCCS-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24794.html"
"Tech21 Evo Check for Google Pixel 6 Pro - Smokey / Black","","T21-9120","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=25857.html"
"AQA- 1 pack Flexible Screen Protector for Google Pixel 6 Pro - Clear","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24728.html"
"AQA- 2 pack Flexible Screen Protector for Google Pixel 6 Pro - Clear","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24729.html"
"Google Pixel Buds Pro (S3, Fog)","","GA03203-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26631.html"
"Google Pixel Buds Pro (S3, Limoncello)","","GA03204-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26632.html"
"Google Pixel Buds Pro (S3, Carbon)","","GA03201-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26629.html"
"Google Case for Pixel 6 - Light Rain","","GA03005","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24915.html"
"Google Case for Pixel 6 - Stormy Sky","","GA03004","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24914.html"
"Pixel 6a","5G Smartphone","GA03716-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59039","810029934824","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10360.html"
"InvisibleShield Glass Elite for Google Pixel 6a","","ZAG200109567-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26412.html"
"Google Case for Google Pixel 6a, Carbon","","GA03521","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26648.html"
"Google Case for Google Pixel 6a, Seafoam","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26649.html"
"UAG Scout case for Google Pixel 6a - Black","","UAG614000114040","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26607.html"
"Verizon Slim Case for Google Pixel 6a - Clear","","VZW702009551-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26383.html"
"Incipio Duo for Google Pixel 6a - Black (Verizon)","","GG-092-BLK-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26409.html"
"Verizon Tempered Glass Screen Protector for Google Pixel 6a","","","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26416.html"
"OtterBox Alpha Flex Antimicrobial Screen Protector-Google Pixel 6a -Clear","","77-91370","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26725.html"
"Tech21 EvoCheck for Google Pixel 6a - Smokey / Black","","T21-9488","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26497.html"
"SPECK IMPACTHERO FOR Google Pixel 6a - PRUSSIAN BLUE/CLOUDY GREY","","150013-9627","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26647.html"
"OtterBox Commuter Series for Google Pixel 6a- Black","","77-88023","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26726.html"
"Kate Spade New York Protective Hardshell Case for Google Pixel 6a - Scattered Flowers/Iridescent/Clear/White/Gems","","KSGG-017-SFIRC-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26410.html"
"Pixel 9a","5G Smartphone","GA05394-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","72090","840353922259","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11368.html"
"Pixel 9","5G Smartphone","GA05805-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69437","840353911048","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11137.html"
"Pixel 7","5G Smartphone","GA03523-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59749","810029936316","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10547.html"
"Pixel 7a","5G Smartphone","GA03850-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","62587","840244701901","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10695.html"
"Pixel 8 Unlocked","5G Smartphone","PIXEL8-UNL","DFILLSIM5G-SA-A","N/A","N/A","N/A","65599","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11153.html"
"Pixel 9 Pro","5G Smartphone","GA05926-US","DFILLUNIV5G-SA-A","N/A","N/A","N/A","69146","840353905818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11142.html"
"Pixel 8a","5G Smartphone","GA05589-US","DFILLSIM-TRI-X","N/A","N/A","N/A","68841","840244708238","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11034.html"
"Pixel 7 Pro","5G Smartphone","GA03416-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59761","810029936811","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10554.html"
"Pixel 8 Pro Unlocked","5G Smartphone","PIXEL8P-UNL","DFILLSIM5G-SA-A","N/A","N/A","N/A","65601","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11154.html"
"Pixel 9 Pro XL","5G Smartphone","GA09314-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69458","840353914629","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11148.html"
"Pixel 8","5G Smartphone","GA04880-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","64561","840244707187","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10889.html"
"Pixel","4G Smartphone","G-2PW4100-021-A","DFILLSIM5G-SA-A","N/A","N/A","N/A","35903","821793049140","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8935.html"
"Pixel 9 Pro Fold","5G Smartphone","GA04795-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69481","840353909915","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11150.html"
"Pixel Fold","5G Smartphone","GA03810-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","63293","840244703332","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10697.html"
"Galaxy XCover 7 Pro","5G Smartphone","SMG766UZKV","DFILLSIM5G-SA-A","N/A","N/A","N/A","74373","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11443.html"
"Pixel 8 Pro","5G Smartphone","GA04838-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","64580","840244705169","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10894.html"
"Pixel XL","4G Smartphone","G-2PW2100-021-A","DFILLSIM5G-SA-A","N/A","N/A","N/A","35909","821793049003","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8934.html"
"Galaxy XCover 7 Pro VBC","5G Smartphone","SMG766UZKV-VBC","DFILLSIM5G-SA-A","N/A","N/A","N/A","74373","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11462.html"
"Pixel 2","4G Smartphone","GA00139-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","38211","842776101174","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9125.html"
"Pixel 3","4G Smartphone","GA00466-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","41944","842776107497","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9295.html"
"Pixel 4","4G Smartphone","GA01235-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","45712","842776115300","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9549.html"
"Pixel 6","5G Smartphone","GA02300-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","54538","810029930635","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10186.html"
"Pixel 3a","4G Smartphone","GA00652-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","44107","842776111319","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9418.html"
"Pixel 4a","4G Smartphone","GA01738-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","47984","810029-930130","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9680.html"
"Pixel 6a","5G Smartphone","GA03716-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59039","810029934824","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10360.html"
"Pixel 2 XL","4G Smartphone","GA00151-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","38207","842776101464","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9122.html"
"Pixel 3 XL","4G Smartphone","GA00475-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","41938","842776108470","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9296.html"
"Pixel 4 XL","4G Smartphone","GA01194-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","45707","842776114587","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9554.html"
"Pixel 6 Pro","5G Smartphone","GA02231-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","54533","810029931472","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10190.html"
"Pixel 3a XL","4G Smartphone","GA00661-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","44105","842776110954","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9420.html"
"Pixel 7 Pro","5G Smartphone","GA03416-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59761","810029936811","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10554.html"
"Slim Sustainable Case for Google Pixel 7 Pro - Smoke","","VZW702010368-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27431.html"
"Slim Sustainable Case for Google Pixel 7 Pro - Inky Blue","","VZW702010367-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27430.html"
"Verizon SCREENFORCE TrueClear Curve Screen Protector for Google Pixel 7 Pro","","SFC003EC-TL","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27579.html"
"Case for Pixel 7 Pro - Hazel Opaque","","GA04450","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27418.html"
"Pixel 9 Pro","5G Smartphone","GA05926-US","DFILLUNIV5G-SA-A","N/A","N/A","N/A","69146","840353905818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11142.html"
"Pixel 8 Pro Unlocked","5G Smartphone","PIXEL8P-UNL","DFILLSIM5G-SA-A","N/A","N/A","N/A","65601","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11154.html"
"Pixel 9 Pro XL","5G Smartphone","GA09314-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69458","840353914629","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11148.html"
"Galaxy XCover 7 Pro","5G Smartphone","SMG766UZKV","DFILLSIM5G-SA-A","N/A","N/A","N/A","74373","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11443.html"
"Galaxy XCover 7 Pro VBC","5G Smartphone","SMG766UZKV-VBC","DFILLSIM5G-SA-A","N/A","N/A","N/A","74373","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11462.html"
"Pixel 9 Pro Fold","5G Smartphone","GA04795-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69481","840353909915","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11150.html"
"Pixel 8 Pro","5G Smartphone","GA04838-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","64580","840244705169","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10894.html"
"Pixel 6 Pro","5G Smartphone","GA02231-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","54533","810029931472","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10190.html"
"Pixel 4a","4G Smartphone","GA01738-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","47984","810029-930130","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9680.html"
"Pixel 4a 5G UW","5G Smartphone","GA01945-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","49280","193575011950","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9781.html"
"Google Pixel Buds Pro (S3, Carbon)","","GA03201-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26629.html"
"Google Pixel Buds Pro (S3, Fog)","","GA03203-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26631.html"
"Google Pixel Buds Pro (S3, Limoncello)","","GA03204-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26632.html"
"Galaxy S7","4G Smartphone","SMG930VZKA","DFILLSIM5G-SA-A","N/A","N/A","N/A","34797","887276155449","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8815.html"
"Google Pixel Buds Pro (S3, Real Red)","","GA03202-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26630.html"
"Galaxy S7 CPO","4G Smartphone","SM5G930VZKASAU","DFILLSIM5G-SA-A","N/A","N/A","N/A","N/A","887276219363","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9050.html"
"Galaxy S7 Edge","4G Smartphone","SMG935VZKA","DFILLSIM5G-SA-A","N/A","N/A","N/A","34799","887276155173","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8811.html"
"Incipio Duo for Google Pixel 6 Pro - Black","","GG-090-BLK-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=24793.html"
"Galaxy S7 Edge CPO","4G Smartphone","SM5G935VZKASAU","DFILLSIM5G-SA-A","N/A","N/A","N/A","N/A","887276219202","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9052.html"
"Galaxy S7 Best Buy Only","4G Smartphone","SMG930VEDA","DFILLSIM5G-SA-A","N/A","N/A","N/A","35921","887276183695","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8879.html"
"Galaxy S7 Edge Best Buy Only","4G Smartphone","SMG935VEDA","DFILLSIM5G-SA-A","N/A","N/A","N/A","35922","887276183596","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8880.html"
"Pixel Buds Pro - Porcelain","","GA05205-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28458.html"
"Pixel Buds Pro - Sky Blue","","GA05191-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28457.html"
"Pixel Buds Pro 2 - Hazel","","GA05762-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29283.html"
"Pixel Buds Pro 2 - Wintergreen","","GA05764-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29284.html"
"Pixel Fold","5G Smartphone","GA03810-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","63293","840244703332","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10697.html"
"Pixel 9 Pro Fold","5G Smartphone","GA04795-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69481","840353909915","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11150.html"
"Google Case for Pixel Fold, Hazel","","GA04323","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27894.html"
"Google Case for Pixel Fold, Porcelain","","GA04324","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=27895.html"
"Google Case for Pixel 9 Pro Fold - Porcelain","","GA05512-WW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29139.html"
"Google Case for Pixel 9 Pro Fold - Obsidian","","GA05513-WW","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=29138.html"
"Pixel 8a","5G Smartphone","GA05589-US","DFILLSIM-TRI-X","N/A","N/A","N/A","68841","840244708238","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11034.html"
"Pixel 8 Unlocked","5G Smartphone","PIXEL8-UNL","DFILLSIM5G-SA-A","N/A","N/A","N/A","65599","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11153.html"
"Pixel 8 Pro Unlocked","5G Smartphone","PIXEL8P-UNL","DFILLSIM5G-SA-A","N/A","N/A","N/A","65601","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11154.html"
"Pixel 8","5G Smartphone","GA04880-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","64561","840244707187","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10889.html"
"Pixel 9a","5G Smartphone","GA05394-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","72090","840353922259","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11368.html"
"Pixel 9","5G Smartphone","GA05805-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69437","840353911048","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11137.html"
"Pixel 8 Pro","5G Smartphone","GA04838-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","64580","840244705169","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10894.html"
"Pixel 9 Pro","5G Smartphone","GA05926-US","DFILLUNIV5G-SA-A","N/A","N/A","N/A","69146","840353905818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11142.html"
"Pixel 9 Pro XL","5G Smartphone","GA09314-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69458","840353914629","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11148.html"
"Pixel","4G Smartphone","G-2PW4100-021-A","DFILLSIM5G-SA-A","N/A","N/A","N/A","35903","821793049140","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8935.html"
"Pixel 9 Pro Fold","5G Smartphone","GA04795-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69481","840353909915","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11150.html"
"Pixel Fold","5G Smartphone","GA03810-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","63293","840244703332","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10697.html"
"Pixel 7a","5G Smartphone","GA03850-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","62587","840244701901","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10695.html"
"Pixel 6","5G Smartphone","GA02300-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","54538","810029930635","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10186.html"
"Pixel 2","4G Smartphone","GA00139-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","38211","842776101174","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9125.html"
"Pixel 3","4G Smartphone","GA00466-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","41944","842776107497","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9295.html"
"Pixel 4","4G Smartphone","GA01235-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","45712","842776115300","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9549.html"
"Pixel 7","5G Smartphone","GA03523-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59749","810029936316","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10547.html"
"Pixel XL","4G Smartphone","G-2PW2100-021-A","DFILLSIM5G-SA-A","N/A","N/A","N/A","35909","821793049003","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=8934.html"
"Pixel 3a","4G Smartphone","GA00652-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","44107","842776111319","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9418.html"
"Pixel 4a","4G Smartphone","GA01738-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","47984","810029-930130","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9680.html"
"Pixel 6a","5G Smartphone","GA03716-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59039","810029934824","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10360.html"
"Pixel 2 XL","4G Smartphone","GA00151-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","38207","842776101464","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9122.html"
"Pixel 3 XL","4G Smartphone","GA00475-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","41938","842776108470","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9296.html"
"Pixel 4 XL","4G Smartphone","GA01194-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","45707","842776114587","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9554.html"
"Pixel 6 Pro","5G Smartphone","GA02231-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","54533","810029931472","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10190.html"
"Pixel 7 Pro","5G Smartphone","GA03416-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59761","810029936811","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10554.html"
"Pixel 5 (5G)","5G Smartphone","GA01955-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","49282","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9776.html"
"Pixel 3a XL","4G Smartphone","GA00661-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","44105","842776110954","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9420.html"
"Pixel 4a 5G UW","5G Smartphone","GA01945-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","49280","193575011950","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9781.html"
"Pixel 8 Pro Unlocked","5G Smartphone","PIXEL8P-UNL","DFILLSIM5G-SA-A","N/A","N/A","N/A","65601","N/A","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11154.html"
"Pixel 9 Pro","5G Smartphone","GA05926-US","DFILLUNIV5G-SA-A","N/A","N/A","N/A","69146","840353905818","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11142.html"
"Pixel 8 Pro","5G Smartphone","GA04838-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","64580","840244705169","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10894.html"
"Pixel 9 Pro XL","5G Smartphone","GA09314-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69458","840353914629","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11148.html"
"Pixel 9 Pro Fold","5G Smartphone","GA04795-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","69481","840353909915","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=11150.html"
"Pixel 6 Pro","5G Smartphone","GA02231-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","54533","810029931472","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10190.html"
"Pixel 7 Pro","5G Smartphone","GA03416-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","59761","810029936811","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=10554.html"
"Pixel 4a","4G Smartphone","GA01738-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","47984","810029-930130","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9680.html"
"Google Case for Pixel 8 Pro, Carbon","","GA04974","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28481.html"
"InvisibleShield XTR3 for Google Pixel 8 Pro","","ZAG200111475-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28488.html"
"Pixel 4a 5G UW","5G Smartphone","GA01945-US","DFILLSIM5G-SA-A","N/A","N/A","N/A","49280","193575011950","https://infomanager.verizon.com/content/equipment-guide/devices/details.equipid=9781.html"
"ZAGG Crystal Palace for Google Pixel 8 Pro- Clear","","ZAG702313164-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28489.html"
"Verizon SCREENFORCE Glass Protector for Google Pixel 8 Pro","","SFC008EC-TL","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28480.html"
"UAG Scout case for Google Pixel 8 Pro- Olive Drab","","UAG614319117272","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28482.html"
"Otterbox Defender Pro for Pixel 8 Pro - Black","","77-94223","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28473.html"
"Google Pixel Buds Pro (S3, Fog)","","GA03203-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26631.html"
"Google Pixel Buds Pro (S3, Limoncello)","","GA03204-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26632.html"
"Google Pixel Buds Pro (S3, Carbon)","","GA03201-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26629.html"
"InvisibleShield Install Machine Glass XTR3 Antimicrobial for Google Pixel 8 Pro (1 pc)","","ZAGPART-0761-V","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28479.html"
"Google Pixel Buds Pro (S3, Real Red)","","GA03202-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=26630.html"
"Elizabeth James - Afternoon in Versailles w/ Antimicrobial w/ Recycled for Google Pixel 8 Pro","","EJ052808-08","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28486.html"
"Otterbox Defender Pro for Pixel 8 - Black","","77-94199","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28485.html"
"Otterbox Symmetry Series for Pixel 8 Pro - Black","","77-94852","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28471.html"
"Pixel Buds Pro - Porcelain","","GA05205-US","","","","","","","https://infomanager.verizon.com/content/equipment-guide/accessories/details.accid=28458.html"
